dataset,query,review_flag,score,top_homba_id,top_name,methods,matched_query,matched_alias,modifier_terms,modifier_match_score,rank2_name,rank2_score,llm_check,review_record_id,source_file,source_row,pass1_label,pass1_certainty,pass1_confidence,pass1_reason,pass2_label,pass2_certainty,pass2_confidence,pass2_reason,pass3_label,pass3_certainty,pass3_confidence,pass3_reason,final_consistency_label,final_certainty,final_confidence,vote_agreement,has_vote_disagreement,vote_split_pattern,uncertainty_tag,final_reason,_category,_mechanism
corpus,Area postrema,high_confidence,1.0,HOMBA:12807,area postrema,bm25+exact+fuzzy,Area postrema,Area postrema,,1.0,,,correct,10,1_highconf_correct.csv,12,aligned,high,1.0,Direct match: 'area postrema' is the same structure as 'Area postrema' with case variation.,aligned,high,1.0,Exact match with case difference; same anatomical structure.,aligned,high,1.0,Direct match ignoring capitalization; same anatomical structure.,aligned,high,1.0,3/3,False,3-0,stable,Direct match: 'area postrema' is the same structure as 'Area postrema' with case variation. | Exact match with case difference; same anatomical structure. | Direct match ignoring capitalization; same anatomical structure.,,
corpus,Brachium conjunctivum,high_confidence,1.0,HOMBA:12354,superior cerebellar peduncle (brachium conjunctivum),bm25+exact+fuzzy,Brachium conjunctivum,Brachium conjunctivum,,1.0,middle cerebellar peduncle (brachium pontis),0.265707,correct,11,1_highconf_correct.csv,13,aligned,high,1.0,Top1 includes the query as a synonym in parentheses; 'Brachium conjunctivum' is the same as 'superior cerebellar peduncle'.,aligned,high,1.0,Brachium conjunctivum is a synonym for superior cerebellar peduncle; top1_name includes the synonym parenthetically.,aligned,high,1.0,Accepted synonym: brachium conjunctivum is the superior cerebellar peduncle.,aligned,high,1.0,3/3,False,3-0,stable,Top1 includes the query as a synonym in parentheses; 'Brachium conjunctivum' is the same as 'superior cerebellar peduncle'. | Brachium conjunctivum is a synonym for superior cerebellar peduncle; top1_name includes the synonym parenthetically. | Accepted synonym: brachium conjunctivum is the superior cerebellar peduncle.,,
corpus,CA1,high_confidence,1.0,HOMBA:10297,CA1 region of hippocampus,bm25+exact+fuzzy+hierarchy_parent,CA1,CA1,,1.0,"lamination of hippocampal proper (CA1, CA2, CA3)",1.0,correct,12,1_highconf_correct.csv,14,aligned,high,1.0,Top1 'CA1 region of hippocampus' directly expands the abbreviation 'CA1' naming the same structure.,aligned,high,1.0,CA1 is the standard abbreviation for CA1 region of hippocampus.,aligned,high,1.0,"CA1 is the abbreviation for CA1 region of hippocampus, same entity.",aligned,high,1.0,3/3,False,3-0,stable,"Top1 'CA1 region of hippocampus' directly expands the abbreviation 'CA1' naming the same structure. | CA1 is the standard abbreviation for CA1 region of hippocampus. | CA1 is the abbreviation for CA1 region of hippocampus, same entity.",,
corpus,CA2,high_confidence,1.0,HOMBA:10298,CA2 region of hippocampus,bm25+exact+fuzzy+hierarchy_parent,CA2,CA2,,1.0,"lamination of hippocampal proper (CA1, CA2, CA3)",1.0,correct,13,1_highconf_correct.csv,15,aligned,high,1.0,Top1 'CA2 region of hippocampus' directly expands the abbreviation 'CA2' naming the same structure.,aligned,high,1.0,CA2 is the standard abbreviation for CA2 region of hippocampus.,aligned,high,1.0,"CA2 is the abbreviation for CA2 region of hippocampus, same entity.",aligned,high,1.0,3/3,False,3-0,stable,"Top1 'CA2 region of hippocampus' directly expands the abbreviation 'CA2' naming the same structure. | CA2 is the standard abbreviation for CA2 region of hippocampus. | CA2 is the abbreviation for CA2 region of hippocampus, same entity.",,
corpus,CA3,high_confidence,1.0,HOMBA:10299,CA3 region of hippocampus,bm25+exact+fuzzy+hierarchy_parent,CA3,CA3,,1.0,"lamination of hippocampal proper (CA1, CA2, CA3)",1.0,correct,14,1_highconf_correct.csv,16,aligned,high,1.0,Top1 'CA3 region of hippocampus' directly expands the abbreviation 'CA3' naming the same structure.,aligned,high,1.0,CA3 is the standard abbreviation for CA3 region of hippocampus.,aligned,high,1.0,"CA3 is the abbreviation for CA3 region of hippocampus, same entity.",aligned,high,1.0,3/3,False,3-0,stable,"Top1 'CA3 region of hippocampus' directly expands the abbreviation 'CA3' naming the same structure. | CA3 is the standard abbreviation for CA3 region of hippocampus. | CA3 is the abbreviation for CA3 region of hippocampus, same entity.",,
corpus,Caudate nucleus,high_confidence,1.0,HOMBA:10334,caudate nucleus (mediodorsal division of the CP),bm25+exact+fuzzy+hierarchy_parent,Caudate nucleus,Caudate nucleus,,1.0,body of caudate nucleus,0.843297,correct,15,1_highconf_correct.csv,17,partial_or_narrower,high,0.95,"Top1 specifies a subdivision (mediodorsal division of CP) of the caudate nucleus, narrowing the query.",aligned,high,1.0,"Exact anatomical structure name, with a parenthetical qualifier specifying a sub-division, still consistent.",aligned,high,1.0,"Top1 name 'caudate nucleus (mediodorsal division of the CP)' directly contains the query 'Caudate nucleus'; the parenthetical is a clarifying description, not a different structure.",aligned,medium,0.9833,2/3,True,2-1,majority_vote,"Top1 specifies a subdivision (mediodorsal division of CP) of the caudate nucleus, narrowing the query. | Exact anatomical structure name, with a parenthetical qualifier specifying a sub-division, still consistent. | Top1 name 'caudate nucleus (mediodorsal division of the CP)' directly contains the query 'Caudate nucleus'; the parenthetical is a clarifying description, not a different structure.",,
corpus,Cerebellar cortex (Purkinje cell layer),high_confidence,1.0,HOMBA:AA30428,Purkinje cell layer of cerebellar cortex,bm25+fuzzy,cerebellar cortex purkinje cell layer of cerebellar cortex,Purkinje cell layer of cerebellar cortex,purkinje;cell;layer;purkinje cell layer,1.0,cerebellar cortex,0.88,correct,16,1_highconf_correct.csv,18,aligned,high,1.0,Top1 exactly matches the Purkinje cell layer of cerebellar cortex as specified in the query.,aligned,high,1.0,Query specifies 'cerebellar cortex (Purkinje cell layer)' and top1 names that exact layer.,aligned,high,1.0,Top1 'Purkinje cell layer of cerebellar cortex' matches query 'Cerebellar cortex (Purkinje cell layer)' exactly; accepted synonym.,aligned,high,1.0,3/3,False,3-0,stable,Top1 exactly matches the Purkinje cell layer of cerebellar cortex as specified in the query. | Query specifies 'cerebellar cortex (Purkinje cell layer)' and top1 names that exact layer. | Top1 'Purkinje cell layer of cerebellar cortex' matches query 'Cerebellar cortex (Purkinje cell layer)' exactly; accepted synonym.,,
corpus,Cerebellar hemisphere,high_confidence,1.0,HOMBA:10659,cerebellar hemisphere,bm25+exact+fuzzy+hierarchy_parent,Cerebellar hemisphere,Cerebellar hemisphere,,1.0,cerebellar morphology,0.97,correct,17,1_highconf_correct.csv,19,aligned,high,1.0,Exact match: cerebellar hemisphere.,aligned,high,1.0,Exact match: 'cerebellar hemisphere' same as query.,aligned,high,1.0,Top1 'cerebellar hemisphere' is identical to query 'Cerebellar hemisphere' ignoring case.,aligned,high,1.0,3/3,False,3-0,stable,Exact match: cerebellar hemisphere. | Exact match: 'cerebellar hemisphere' same as query. | Top1 'cerebellar hemisphere' is identical to query 'Cerebellar hemisphere' ignoring case.,,
corpus,Cerebellar vermis,high_confidence,1.0,HOMBA:10658,cerebellar vermis,bm25+exact+fuzzy,Cerebellar vermis,Cerebellar vermis,,1.0,cerebellar morphology,0.97,correct,18,1_highconf_correct.csv,20,aligned,high,1.0,Exact match: cerebellar vermis.,aligned,high,1.0,Exact match: 'cerebellar vermis' same as query.,aligned,high,1.0,Top1 'cerebellar vermis' is identical to query 'Cerebellar vermis' ignoring case.,aligned,high,1.0,3/3,False,3-0,stable,Exact match: cerebellar vermis. | Exact match: 'cerebellar vermis' same as query. | Top1 'cerebellar vermis' is identical to query 'Cerebellar vermis' ignoring case.,,
corpus,Cerebral aqueduct,high_confidence,1.0,HOMBA:12369,cerebral aqueduct,bm25+exact+fuzzy,Cerebral aqueduct,Cerebral aqueduct,,1.0,telencephalon,0.308508,correct,19,1_highconf_correct.csv,21,aligned,high,1.0,Exact match: cerebral aqueduct.,aligned,high,1.0,Exact match: 'cerebral aqueduct' same as query.,aligned,high,1.0,Top1 'cerebral aqueduct' is identical to query 'Cerebral aqueduct' ignoring case.,aligned,high,1.0,3/3,False,3-0,stable,Exact match: cerebral aqueduct. | Exact match: 'cerebral aqueduct' same as query. | Top1 'cerebral aqueduct' is identical to query 'Cerebral aqueduct' ignoring case.,,
corpus,Cerebral peduncle,high_confidence,1.0,HOMBA:12330,cerebral peduncle (crus cerebri),bm25+exact+fuzzy,Cerebral peduncle,Cerebral peduncle,,1.0,telencephalon,0.308508,correct,20,1_highconf_correct.csv,22,aligned,high,1.0,top1_name exactly matches query and includes synonym.,aligned,high,1.0,Exact match with parenthetical synonym (crus cerebri).,aligned,high,1.0,Top1 name exactly matches query; parenthetical synonym for clarification.,aligned,high,1.0,3/3,False,3-0,stable,top1_name exactly matches query and includes synonym. | Exact match with parenthetical synonym (crus cerebri). | Top1 name exactly matches query; parenthetical synonym for clarification.,,
corpus,Cingulate gyrus (posterior),high_confidence,1.0,HOMBA:10285,posterior cingulate cortex (PCC),bm25+fuzzy,cingulate cortex,posterior cingulate cortex,posterior,1.0,"cingulate gyrus, caudal (posterior) part",0.923571,correct,21,1_highconf_correct.csv,23,partial_or_narrower,medium,0.6,Query specifies 'Cingulate gyrus (posterior)' but top1 is 'posterior cingulate cortex'; gyrus vs cortex difference.,aligned,high,1.0,Matching posterior subdivision of cingulate gyrus/cortex. 'Cingulate gyrus (posterior)' equivalent to posterior cingulate cortex.,aligned,high,0.95,Posterior cingulate cortex is standard equivalent term for posterior cingulate gyrus.,aligned,medium,0.85,2/3,True,2-1,majority_vote,Query specifies 'Cingulate gyrus (posterior)' but top1 is 'posterior cingulate cortex'; gyrus vs cortex difference. | Matching posterior subdivision of cingulate gyrus/cortex. 'Cingulate gyrus (posterior)' equivalent to posterior cingulate cortex. | Posterior cingulate cortex is standard equivalent term for posterior cingulate gyrus.,,
corpus,Corticospinal tract,high_confidence,1.0,HOMBA:12047,corticospinal tract,bm25+exact+fuzzy,Corticospinal tract,Corticospinal tract,,1.0,pyramidal tract,0.97,correct,22,1_highconf_correct.csv,24,aligned,high,1.0,Exact match between query and top1_name.,aligned,high,1.0,Exact match for corticospinal tract.,aligned,high,1.0,Exact match of corticospinal tract.,aligned,high,1.0,3/3,False,3-0,stable,Exact match between query and top1_name. | Exact match for corticospinal tract. | Exact match of corticospinal tract.,,
corpus,Cuneate fasciculus,high_confidence,1.0,HOMBA:12731,cuneate fasciculus,bm25+exact+fuzzy,Cuneate fasciculus,Cuneate fasciculus,,1.0,cuneate fasciculus in spinal cord,0.696591,correct,23,1_highconf_correct.csv,25,aligned,high,1.0,Exact match between query and top1_name.,aligned,high,1.0,Exact match for cuneate fasciculus.,aligned,high,1.0,Exact match of cuneate fasciculus.,aligned,high,1.0,3/3,False,3-0,stable,Exact match between query and top1_name. | Exact match for cuneate fasciculus. | Exact match of cuneate fasciculus.,,
corpus,Cuneate nucleus,high_confidence,1.0,HOMBA:12589,cuneate nucleus,bm25+exact+fuzzy+hierarchy_parent,Cuneate nucleus,Cuneate nucleus,,1.0,sensory relay nuclei in medulla oblongata,0.97,correct,24,1_highconf_correct.csv,26,aligned,high,1.0,Exact match between query and top1_name.,aligned,high,1.0,Exact match for cuneate nucleus.,aligned,high,1.0,Exact match of cuneate nucleus.,aligned,high,1.0,3/3,False,3-0,stable,Exact match between query and top1_name. | Exact match for cuneate nucleus. | Exact match of cuneate nucleus.,,
corpus,Cuneate nucleus (external),high_confidence,1.0,HOMBA:12588,external (accessory/lateral) cuneate nucleus,bm25+fuzzy,Cuneate nucleus,external   cuneate nucleus,external,1.0,cuneate nucleus,0.88,correct,25,1_highconf_correct.csv,27,aligned,high,1.0,top1_name is a synonym/expanded form of query 'Cuneate nucleus (external)'.,aligned,high,0.99,"Top1 matches the query's external cuneate nucleus, including the modifier 'external' as a synonym.",aligned,high,1.0,top1 exactly matches 'external cuneate nucleus' with parenthetical alternate name; same structure.,aligned,high,0.9967,3/3,False,3-0,stable,"top1_name is a synonym/expanded form of query 'Cuneate nucleus (external)'. | Top1 matches the query's external cuneate nucleus, including the modifier 'external' as a synonym. | top1 exactly matches 'external cuneate nucleus' with parenthetical alternate name; same structure.",,
corpus,Cuneus,high_confidence,1.0,HOMBA:12150,cuneus (gyrus),bm25+exact+fuzzy,Cuneus,Cuneus,,1.0,,,correct,26,1_highconf_correct.csv,28,aligned,high,1.0,top1_name matches query exactly with parenthetical clarification.,aligned,high,0.99,"Top1 is identical to the query, with parenthetical gyrus specification.",aligned,high,1.0,'cuneus (gyrus)' is an accepted synonymous clarification of 'Cuneus'.,aligned,high,0.9967,3/3,False,3-0,stable,"top1_name matches query exactly with parenthetical clarification. | Top1 is identical to the query, with parenthetical gyrus specification. | 'cuneus (gyrus)' is an accepted synonymous clarification of 'Cuneus'.",,
corpus,Dentate gyrus,high_confidence,1.0,HOMBA:10295,dentate gyrus,bm25+exact+fuzzy+hierarchy_parent,Dentate gyrus,Dentate gyrus,,1.0,major division of dentate gyrus,0.898452,correct,27,1_highconf_correct.csv,29,aligned,high,1.0,top1_name is identical to query.,aligned,high,0.99,Exact match: 'dentate gyrus'.,aligned,high,1.0,Exact match between query and top1 name.,aligned,high,0.9967,3/3,False,3-0,stable,top1_name is identical to query. | Exact match: 'dentate gyrus'. | Exact match between query and top1 name.,,
corpus,Dentate nucleus,high_confidence,1.0,HOMBA:12396,dentate (lateral) nucleus,bm25+exact+fuzzy+hierarchy_parent,Dentate nucleus,Dentate nucleus,,1.0,"dentate nucleus, mediodorsal division",0.675458,correct,28,1_highconf_correct.csv,30,aligned,high,1.0,top1_name is a synonym for query 'Dentate nucleus'.,aligned,high,0.99,Top1 is a synonym (lateral nucleus) for dentate nucleus.,aligned,high,1.0,'dentate (lateral) nucleus' is a synonym for 'Dentate nucleus'; same structure.,aligned,high,0.9967,3/3,False,3-0,stable,top1_name is a synonym for query 'Dentate nucleus'. | Top1 is a synonym (lateral nucleus) for dentate nucleus. | 'dentate (lateral) nucleus' is a synonym for 'Dentate nucleus'; same structure.,,
corpus,Dorsal cochlear nucleus,high_confidence,1.0,HOMBA:12438,dorsal cochlear nucleus,bm25+exact+fuzzy,Dorsal cochlear nucleus,Dorsal cochlear nucleus,dorsal,1.0,dorsal part of pontine nucleus,0.429781,correct,29,1_highconf_correct.csv,31,aligned,high,1.0,top1_name matches query exactly.,aligned,high,0.99,Exact match: 'dorsal cochlear nucleus'.,aligned,high,1.0,Exact match for 'Dorsal cochlear nucleus'.,aligned,high,0.9967,3/3,False,3-0,stable,top1_name matches query exactly. | Exact match: 'dorsal cochlear nucleus'. | Exact match for 'Dorsal cochlear nucleus'.,,
corpus,Dorsal motor nucleus of vagus,high_confidence,1.0,HOMBA:12550,dorsal motor nucleus of the vagus (vagal nerve nucleus),bm25+fuzzy,Dorsal motor nucleus of vagus,dorsal motor nucleus of the vagus,dorsal,1.0,"dorsal motor nucleus of vagus, caudal division",0.990833,correct,30,1_highconf_correct.csv,32,aligned,high,1.0,"Top1 is a conventional variant (dorsal motor nucleus of the vagus) with synonym, directly matching the query structure.",aligned,high,1.0,Top1 is a direct synonym with added parentheses; same structure.,aligned,high,1.0,Identical structure; 'vagus' vs 'the vagus' and parenthetical clarification are minor wording variants.,aligned,high,1.0,3/3,False,3-0,stable,"Top1 is a conventional variant (dorsal motor nucleus of the vagus) with synonym, directly matching the query structure. | Top1 is a direct synonym with added parentheses; same structure. | Identical structure; 'vagus' vs 'the vagus' and parenthetical clarification are minor wording variants.",,
corpus,Emboliform nucleus,high_confidence,1.0,HOMBA:12401,lateral interpositus (emboliform) nucleus,bm25+exact+fuzzy,Emboliform nucleus,Emboliform nucleus,,1.0,interpositus (intermediate) nucleus,0.97,correct,31,1_highconf_correct.csv,33,aligned,high,1.0,Emboliform nucleus is a direct synonym of lateral interpositus (emboliform) nucleus; exact anatomical match.,aligned,high,1.0,Top1 includes the query synonym in parentheses; lateral interpositus (emboliform) nucleus.,aligned,high,1.0,Lateral interpositus (emboliform) nucleus is the accepted synonym for emboliform nucleus.,aligned,high,1.0,3/3,False,3-0,stable,Emboliform nucleus is a direct synonym of lateral interpositus (emboliform) nucleus; exact anatomical match. | Top1 includes the query synonym in parentheses; lateral interpositus (emboliform) nucleus. | Lateral interpositus (emboliform) nucleus is the accepted synonym for emboliform nucleus.,,
corpus,Entorhinal area,high_confidence,1.0,HOMBA:10317,entorhinal cortex,bm25+exact+fuzzy+hierarchy_parent,Entorhinal area,Entorhinal area,,1.0,lateral (rostral) entorhinal cortex,0.7009,correct,32,1_highconf_correct.csv,34,aligned,high,1.0,Entorhinal area and entorhinal cortex are synonymous; top1 directly names the same region.,aligned,high,1.0,'Entorhinal area' and 'entorhinal cortex' are standard synonyms.,aligned,high,1.0,Entorhinal area and entorhinal cortex refer to the same anatomical region.,aligned,high,1.0,3/3,False,3-0,stable,Entorhinal area and entorhinal cortex are synonymous; top1 directly names the same region. | 'Entorhinal area' and 'entorhinal cortex' are standard synonyms. | Entorhinal area and entorhinal cortex refer to the same anatomical region.,,
corpus,Entorhinal cortex,high_confidence,1.0,HOMBA:10317,entorhinal cortex,bm25+exact+fuzzy+hierarchy_parent,Entorhinal cortex,Entorhinal cortex,,1.0,lamination of entorhinal cortex,0.765457,correct,33,1_highconf_correct.csv,35,aligned,high,1.0,Exact match between query and top1 name (entorhinal cortex).,aligned,high,1.0,Exact match: query and top1 are identical.,aligned,high,1.0,Exact match.,aligned,high,1.0,3/3,False,3-0,stable,Exact match between query and top1 name (entorhinal cortex). | Exact match: query and top1 are identical. | Exact match.,,
corpus,External lateral parabrachial nucleus,high_confidence,1.0,HOMBA:12485,"lateral parabrachial nucleus, external division",bm25+fuzzy,External lateral parabrachial nucleus,external part lateral parabrachial nucleus,external;lateral,1.0,"medial parabrachial nucleus, external division",0.817259,correct,34,1_highconf_correct.csv,36,aligned,high,1.0,External lateral parabrachial nucleus is the same as lateral parabrachial nucleus external division; phrasing variant.,aligned,high,1.0,Top1 is same structure with word order variant 'external division' vs 'External lateral'.,aligned,high,1.0,External lateral parabrachial nucleus is the external division of the lateral parabrachial nucleus; word-order variant.,aligned,high,1.0,3/3,False,3-0,stable,External lateral parabrachial nucleus is the same as lateral parabrachial nucleus external division; phrasing variant. | Top1 is same structure with word order variant 'external division' vs 'External lateral'. | External lateral parabrachial nucleus is the external division of the lateral parabrachial nucleus; word-order variant.,,
corpus,Facial nucleus,high_confidence,1.0,HOMBA:12420,facial nucleus,bm25+exact+fuzzy+hierarchy_parent,Facial nucleus,Facial nucleus,,1.0,"facial nucleus, stylohyoid subnucleus",0.770833,correct,35,1_highconf_correct.csv,37,aligned,high,1.0,Exact match to 'facial nucleus'.,aligned,high,1.0,Exact match with case variant.,aligned,high,1.0,"Exact match, case-insensitive. Both refer to the same structure.",aligned,high,1.0,3/3,False,3-0,stable,"Exact match to 'facial nucleus'. | Exact match with case variant. | Exact match, case-insensitive. Both refer to the same structure.",,
corpus,Fastigial nucleus,high_confidence,1.0,HOMBA:12402,fastigial (medial) nucleus,bm25+exact+fuzzy+hierarchy_parent,Fastigial nucleus,Fastigial nucleus,,1.0,"fastigial nucleus, medial division",0.734583,correct,36,1_highconf_correct.csv,38,aligned,high,1.0,Synonym: 'fastigial (medial) nucleus' is the same as fastigial nucleus.,aligned,high,1.0,Accepted synonym with descriptor in parentheses.,aligned,high,1.0,Accepted synonym: fastigial nucleus is the medial (fastigial) nucleus.,aligned,high,1.0,3/3,False,3-0,stable,Synonym: 'fastigial (medial) nucleus' is the same as fastigial nucleus. | Accepted synonym with descriptor in parentheses. | Accepted synonym: fastigial nucleus is the medial (fastigial) nucleus.,,
corpus,Fimbria,high_confidence,1.0,HOMBA:10575,fimbria,bm25+exact+fuzzy,Fimbria,Fimbria,,1.0,hippocampus,0.206054,correct,37,1_highconf_correct.csv,39,aligned,high,1.0,Exact match to 'fimbria'.,aligned,high,1.0,Exact match.,aligned,high,1.0,"Exact match, case-insensitive. Query and top1 name identical.",aligned,high,1.0,3/3,False,3-0,stable,"Exact match to 'fimbria'. | Exact match. | Exact match, case-insensitive. Query and top1 name identical.",,
corpus,Flocculus,high_confidence,1.0,HOMBA:AA30424,lobule Xa (flocculus),bm25+exact+fuzzy,Flocculus,Flocculus,,1.0,lobule X (nodulus and flocculus),0.642818,correct,38,1_highconf_correct.csv,40,aligned,high,1.0,Synonym: 'lobule Xa (flocculus)' refers to the flocculus.,aligned,high,1.0,Alternative name for the same structure.,aligned,high,1.0,"Flocculus is explicitly listed with parentheses, confirming it is the same as lobule Xa (flocculus).",aligned,high,1.0,3/3,False,3-0,stable,"Synonym: 'lobule Xa (flocculus)' refers to the flocculus. | Alternative name for the same structure. | Flocculus is explicitly listed with parentheses, confirming it is the same as lobule Xa (flocculus).",,
