dataset,query,review_flag,score,top_homba_id,top_name,methods,matched_query,matched_alias,modifier_terms,modifier_match_score,rank2_name,rank2_score,llm_check,review_record_id,source_file,source_row,pass1_label,pass1_certainty,pass1_confidence,pass1_reason,pass2_label,pass2_certainty,pass2_confidence,pass2_reason,pass3_label,pass3_certainty,pass3_confidence,pass3_reason,final_consistency_label,final_certainty,final_confidence,vote_agreement,has_vote_disagreement,vote_split_pattern,uncertainty_tag,final_reason,_category,_mechanism
corpus,Frontal orbital cortex (anterior),needs_review,0.715158,HOMBA:10194,orbital frontal cortex,bm25+fuzzy,Frontal orbital cortex,orbital frontal cortex,anterior,0.0,"lateral orbital frontal cortex (OFCl, area 12/47)",0.643089,,433,3_unresolved_correct.csv,12,broader_parent,high,0.95,Top1 'orbital frontal cortex' is broader than the query's anterior subdivision.,broader_parent,high,0.95,Query 'Frontal orbital cortex (anterior)' requests the anterior part; top1 'orbital frontal cortex' is the broader region without the modifier.,broader_parent,high,0.9,"Query specifies anterior subdivision of frontal orbital cortex; top1 is the whole orbital frontal cortex, a broader parent.",broader_parent,high,0.9333,3/3,False,3-0,stable,"Top1 'orbital frontal cortex' is broader than the query's anterior subdivision. | Query 'Frontal orbital cortex (anterior)' requests the anterior part; top1 'orbital frontal cortex' is the broader region without the modifier. | Query specifies anterior subdivision of frontal orbital cortex; top1 is the whole orbital frontal cortex, a broader parent.",A_effectively_correct,synonym/parent match (review-only flag)
corpus,Frontal orbital cortex (posterior),needs_review,0.715158,HOMBA:10194,orbital frontal cortex,bm25+fuzzy,Frontal orbital cortex,orbital frontal cortex,posterior,0.0,"lateral orbital frontal cortex (OFCl, area 12/47)",0.643089,,434,3_unresolved_correct.csv,13,broader_parent,high,0.95,Top1 'orbital frontal cortex' is broader than the query's posterior subdivision.,broader_parent,high,0.95,Query 'Frontal orbital cortex (posterior)' requests the posterior part; top1 'orbital frontal cortex' is the broader region without the modifier.,broader_parent,high,0.9,"Query specifies posterior subdivision of frontal orbital cortex; top1 is the whole orbital frontal cortex, a broader parent.",broader_parent,high,0.9333,3/3,False,3-0,stable,"Top1 'orbital frontal cortex' is broader than the query's posterior subdivision. | Query 'Frontal orbital cortex (posterior)' requests the posterior part; top1 'orbital frontal cortex' is the broader region without the modifier. | Query specifies posterior subdivision of frontal orbital cortex; top1 is the whole orbital frontal cortex, a broader parent.",A_effectively_correct,synonym/parent match (review-only flag)
corpus,Pre-supplementary motor area (inferior),needs_review,0.7172,HOMBA:AA30012,medial division of area 6 (supplementary motor area),bm25+fuzzy,Pre-supplementary motor area,supplementary motor area,inferior,0.0,"caudal (posterior, inferior) medullary velum",0.57656,,435,3_unresolved_correct.csv,14,wrong,high,0.95,"Query is pre-supplementary motor area, but top1 is supplementary motor area proper; these are distinct adjacent areas.",broader_parent,high,0.9,"Query is Pre-SMA (inferior), top1 is SMA proper (medial division of area 6). Pre-SMA is a subdivision of SMA complex, so top1 is a broader parent.",wrong,high,0.95,"Pre-supplementary motor area is distinct from supplementary motor area (SMA); top1 returns SMA only, not the pre-SMA.",wrong,medium,0.9333,2/3,True,2-1,majority_vote,"Query is pre-supplementary motor area, but top1 is supplementary motor area proper; these are distinct adjacent areas. | Query is Pre-SMA (inferior), top1 is SMA proper (medial division of area 6). Pre-SMA is a subdivision of SMA complex, so top1 is a broader parent. | Pre-supplementary motor area is distinct from supplementary motor area (SMA); top1 returns SMA only, not the pre-SMA.",A_effectively_correct,synonym/parent match (review-only flag)
corpus,Pre-supplementary motor area (superior),needs_review,0.7172,HOMBA:AA30012,medial division of area 6 (supplementary motor area),bm25+fuzzy,Pre-supplementary motor area,supplementary motor area,superior,0.0,"rostral (anterior, superior) medullary velum",0.584945,,436,3_unresolved_correct.csv,15,wrong,high,0.95,"Same issue as 435: pre-supplementary motor area queried, top1 is SMA proper, not pre-SMA.",broader_parent,high,0.9,"Query is Pre-SMA (superior), top1 is SMA proper. Pre-SMA is a subdivision of SMA, making top1 a broader parent.",wrong,high,0.95,"Pre-supplementary motor area is distinct from supplementary motor area (SMA); top1 returns SMA only, not the pre-SMA.",wrong,medium,0.9333,2/3,True,2-1,majority_vote,"Same issue as 435: pre-supplementary motor area queried, top1 is SMA proper, not pre-SMA. | Query is Pre-SMA (superior), top1 is SMA proper. Pre-SMA is a subdivision of SMA, making top1 a broader parent. | Pre-supplementary motor area is distinct from supplementary motor area (SMA); top1 returns SMA only, not the pre-SMA.",A_effectively_correct,synonym/parent match (review-only flag)
corpus,Ventrolateral medulla,needs_review,0.72379,HOMBA:10662,myelencephalon (medulla oblongata),bm25+fuzzy+hierarchy_parent,ventrolateral medulla oblongata,medulla oblongata,,1.0,tegmentum of medulla oblongata,0.604563,,437,3_unresolved_correct.csv,16,broader_parent,high,0.95,"Query is ventrolateral medulla, a subregion; top1 is entire medulla oblongata (parent structure).",broader_parent,high,0.9,"Query is ventrolateral medulla, top1 is entire medulla oblongata (myelencephalon). Ventrolateral medulla is a subregion, so top1 is a broader parent.",broader_parent,high,0.9,"Ventrolateral medulla is a subdivision of the medulla oblongata; top1 returns the whole medulla, a broader parent structure.",broader_parent,high,0.9167,3/3,False,3-0,stable,"Query is ventrolateral medulla, a subregion; top1 is entire medulla oblongata (parent structure). | Query is ventrolateral medulla, top1 is entire medulla oblongata (myelencephalon). Ventrolateral medulla is a subregion, so top1 is a broader parent. | Ventrolateral medulla is a subdivision of the medulla oblongata; top1 returns the whole medulla, a broader parent structure.",A_effectively_correct,synonym/parent match (review-only flag)
corpus,Vagus (spinal accessory) neurons,needs_review,0.729697,HOMBA:AA30587,spinal accessory nucleus,bm25+fuzzy,Vagus (spinal accessory) neurons,spinal accessory nucleus,spinal;accessory;spinal accessory,1.0,roots of spinal accessory nerve,0.680368,,438,3_unresolved_correct.csv,17,partial_or_narrower,high,0.95,Query mentions both vagus and spinal accessory neurons; top1 only covers spinal accessory nucleus.,partial_or_narrower,medium,0.8,"Query mentions both vagus and spinal accessory neurons; top1 covers only spinal accessory nucleus, missing the vagus component.",partial_or_narrower,medium,0.7,"Query references both vagus and spinal accessory neurons; top1 only captures the spinal accessory nucleus, missing the vagus component.",partial_or_narrower,high,0.8167,3/3,False,3-0,stable,"Query mentions both vagus and spinal accessory neurons; top1 only covers spinal accessory nucleus. | Query mentions both vagus and spinal accessory neurons; top1 covers only spinal accessory nucleus, missing the vagus component. | Query references both vagus and spinal accessory neurons; top1 only captures the spinal accessory nucleus, missing the vagus component.",A_effectively_correct,synonym/parent match (review-only flag)
corpus,Visual area V7,needs_review,0.734583,HOMBA:267499179,seventh visual area V7,bm25+fuzzy,visual cortex v7,seventh visual cortex v7,,1.0,sixth visual area,0.23572,,439,3_unresolved_correct.csv,18,aligned,high,0.95,Query 'visual area V7' directly matches top1 'seventh visual area V7'.,aligned,high,1.0,Top1 'seventh visual area V7' is a direct synonym for 'Visual area V7'.,aligned,high,0.98,Top1 name 'seventh visual area V7' is a direct synonym for the query 'Visual area V7'.,aligned,high,0.9767,3/3,False,3-0,stable,Query 'visual area V7' directly matches top1 'seventh visual area V7'. | Top1 'seventh visual area V7' is a direct synonym for 'Visual area V7'. | Top1 name 'seventh visual area V7' is a direct synonym for the query 'Visual area V7'.,A_effectively_correct,synonym/parent match (review-only flag)
corpus,Temporal frontal cortex (anterior),needs_review,0.759299,HOMBA:10241,rostral division of area 22,bm25+fuzzy,Temporal frontal cortex (anterior),anterior   superior temporal cortex,anterior,1.0,frontal cortex,0.676739,,440,3_unresolved_correct.csv,19,partial_or_narrower,high,0.95,"Query 'Temporal frontal cortex (anterior)' suggests both temporal and frontal components; top1 is only temporal (anterior superior temporal cortex), missing frontal.",partial_or_narrower,medium,0.7,"Query includes 'frontal' but top1 is only rostral area 22 (temporal). Matched alias suggests anterior superior temporal cortex, missing frontal part.",source_or_ontology_issue,low,0.3,Query 'Temporal frontal cortex (anterior)' appears misspelled or source-specific. Top1 'rostral division of area 22' is a specific superior temporal region; no clear anatomical mapping to the query.,partial_or_narrower,medium,0.65,2/3,True,2-1,majority_vote+low_certainty,"Query 'Temporal frontal cortex (anterior)' suggests both temporal and frontal components; top1 is only temporal (anterior superior temporal cortex), missing frontal. | Query includes 'frontal' but top1 is only rostral area 22 (temporal). Matched alias suggests anterior superior temporal cortex, missing frontal part. | Query 'Temporal frontal cortex (anterior)' appears misspelled or source-specific. Top1 'rostral division of area 22' is a specific superior temporal region; no clear anatomical mapping to the query.",A_effectively_correct,synonym/parent match (review-only flag)
corpus,Pedunculopontine tegmentum,needs_review,0.761218,HOMBA:12416,pontine tegmentum,bm25+fuzzy+hierarchy_parent,Pedunculopontine tegmentum,pontine tegmentum,,1.0,midbrain tegmentum,0.488982,,441,3_unresolved_correct.csv,20,broader_parent,high,0.95,Pedunculopontine tegmentum is a part of the pontine tegmentum; top1 is the broader parent region.,broader_parent,high,0.9,Top1 'pontine tegmentum' is a broader parent of the more specific 'pedunculopontine tegmentum'.,broader_parent,high,0.95,Pedunculopontine tegmentum is a specific tegmental region; pontine tegmentum is the broader parent structure containing it.,broader_parent,high,0.9333,3/3,False,3-0,stable,Pedunculopontine tegmentum is a part of the pontine tegmentum; top1 is the broader parent region. | Top1 'pontine tegmentum' is a broader parent of the more specific 'pedunculopontine tegmentum'. | Pedunculopontine tegmentum is a specific tegmental region; pontine tegmentum is the broader parent structure containing it.,A_effectively_correct,synonym/parent match (review-only flag)
corpus,Forel's field H1,needs_review,0.766321,HOMBA:10593,thalamic fasciculus (field H1),bm25+fuzzy,Forel's field H1,field H1,,1.0,prerubral field (field H3),0.504949,,442,3_unresolved_correct.csv,21,aligned,high,1.0,Forel's field H1 is directly synonymous with thalamic fasciculus (field H1).,aligned,high,1.0,Forel's field H1 is synonymous with thalamic fasciculus (field H1). Exact match.,aligned,high,0.99,Forel's field H1 is synonymous with the thalamic fasciculus (field H1). Perfect match.,aligned,high,0.9967,3/3,False,3-0,stable,Forel's field H1 is directly synonymous with thalamic fasciculus (field H1). | Forel's field H1 is synonymous with thalamic fasciculus (field H1). Exact match. | Forel's field H1 is synonymous with the thalamic fasciculus (field H1). Perfect match.,A_effectively_correct,synonym/parent match (review-only flag)
corpus,Forel's field H2,needs_review,0.766321,HOMBA:10585,lenticular fasciculus (field H2),bm25+fuzzy,Forel's field H2,field H2,,1.0,prerubral field (field H3),0.504949,,443,3_unresolved_correct.csv,22,aligned,high,1.0,Forel's field H2 is directly synonymous with lenticular fasciculus (field H2).,aligned,high,1.0,Forel's field H2 is synonymous with lenticular fasciculus (field H2). Exact match.,aligned,high,0.99,Forel's field H2 is synonymous with the lenticular fasciculus (field H2). Perfect match.,aligned,high,0.9967,3/3,False,3-0,stable,Forel's field H2 is directly synonymous with lenticular fasciculus (field H2). | Forel's field H2 is synonymous with lenticular fasciculus (field H2). Exact match. | Forel's field H2 is synonymous with the lenticular fasciculus (field H2). Perfect match.,A_effectively_correct,synonym/parent match (review-only flag)
corpus,Paracentral lobule,needs_review,0.789651,HOMBA:12126,"paracentral lobule, rostral part",bm25+fuzzy,Paracentral lobule,"paracentral lobule, rostral part",,1.0,"paracentral lobule, caudal part",0.691583,,444,3_unresolved_correct.csv,23,partial_or_narrower,high,0.95,"Query 'Paracentral lobule' refers to the whole structure; top1 is only the rostral part, a subdivision.",partial_or_narrower,high,0.95,"Query 'Paracentral lobule' is the whole structure, but top1 is only its rostral part.",partial_or_narrower,high,0.95,"Query is the whole paracentral lobule; top1 is only its rostral part, a subdivision.",partial_or_narrower,high,0.95,3/3,False,3-0,stable,"Query 'Paracentral lobule' refers to the whole structure; top1 is only the rostral part, a subdivision. | Query 'Paracentral lobule' is the whole structure, but top1 is only its rostral part. | Query is the whole paracentral lobule; top1 is only its rostral part, a subdivision.",A_effectively_correct,synonym/parent match (review-only flag)
corpus,Occipital fusiform gyrus,needs_review,0.791667,HOMBA:AA30549,fusiform (occipitotemporal) gyrus,bm25+fuzzy,Occipital fusiform gyrus,fusiform   gyrus,,1.0,occipital lobe,0.597979,,445,3_unresolved_correct.csv,24,broader_parent,high,0.9,"Query specifies occipital fusiform gyrus; top1 is the whole fusiform gyrus (occipitotemporal), which is the broader parent structure.",broader_parent,high,0.9,query specifies occipital portion of fusiform gyrus; top1 is whole fusiform gyrus (parent structure).,broader_parent,high,0.95,"Query 'Occipital fusiform gyrus' is a subregion; top1 'fusiform (occipitotemporal) gyrus' is the whole gyrus, anatomically the correct parent structure.",broader_parent,high,0.9167,3/3,False,3-0,stable,"Query specifies occipital fusiform gyrus; top1 is the whole fusiform gyrus (occipitotemporal), which is the broader parent structure. | query specifies occipital portion of fusiform gyrus; top1 is whole fusiform gyrus (parent structure). | Query 'Occipital fusiform gyrus' is a subregion; top1 'fusiform (occipitotemporal) gyrus' is the whole gyrus, anatomically the correct parent structure.",A_effectively_correct,synonym/parent match (review-only flag)
corpus,Secondary visual cortex,needs_review,0.83465,HOMBA:AA30822,dorsolateral extrastriate occipital cortex,hierarchy_parent,Secondary visual cortex,dorsolateral extrastriate occipital cortex,,1.0,ventromedial extrastriate occipital cortex,0.83465,,446,3_unresolved_correct.csv,25,partial_or_narrower,high,0.95,"Query is secondary visual cortex (broad); top1 specifies dorsolateral extrastriate occipital cortex, a narrower subdivision.",aligned,high,0.95,"Secondary visual cortex is synonym for extrastriate cortex; top1 is specific extrastriate region, accepted alias.",broader_parent,high,0.95,"Secondary visual cortex (V2) is a specific area within the broader extrastriate occipital cortex, which the top1 names.",no_consensus,low,0.95,1/3,True,1-1-1,split_vote,"Query is secondary visual cortex (broad); top1 specifies dorsolateral extrastriate occipital cortex, a narrower subdivision. | Secondary visual cortex is synonym for extrastriate cortex; top1 is specific extrastriate region, accepted alias. | Secondary visual cortex (V2) is a specific area within the broader extrastriate occipital cortex, which the top1 names.",A_effectively_correct,synonym/parent match (review-only flag)
corpus,Frontal medial cortex,needs_review,0.837395,HOMBA:10195,medial orbital frontal cortex (area 14),bm25+fuzzy,Frontal medial cortex,medial orbital frontal cortex,medial,1.0,medial (caudal) entorhinal cortex,0.395176,,447,3_unresolved_correct.csv,26,partial_or_narrower,high,0.9,"Query is frontal medial cortex (broad medial frontal); top1 is medial orbital frontal cortex (area 14), a specific part.",partial_or_narrower,medium,0.7,"Frontal medial cortex is broad; top1 medial orbital frontal cortex is a specific subregion, not exact match.",partial_or_narrower,high,0.95,"Query 'Frontal medial cortex' is broad; top1 'medial orbital frontal cortex' is a narrow subdivision, not covering the whole medial frontal surface.",partial_or_narrower,high,0.85,3/3,False,3-0,stable,"Query is frontal medial cortex (broad medial frontal); top1 is medial orbital frontal cortex (area 14), a specific part. | Frontal medial cortex is broad; top1 medial orbital frontal cortex is a specific subregion, not exact match. | Query 'Frontal medial cortex' is broad; top1 'medial orbital frontal cortex' is a narrow subdivision, not covering the whole medial frontal surface.",A_effectively_correct,synonym/parent match (review-only flag)
corpus,Reticular perithalamic nucleus,needs_review,0.851793,HOMBA:10464,reticular nucleus of thalamus,bm25+fuzzy,Reticular perithalamic nucleus,reticular thalamic nucleus,reticular,1.0,parvicellular division of reticular nucleus (perireticular nucleus),0.704547,,448,3_unresolved_correct.csv,27,aligned,high,0.95,Reticular perithalamic nucleus and reticular nucleus of thalamus are the same structure; accepted synonym/variant.,aligned,high,0.95,Reticular perithalamic nucleus is synonym for reticular nucleus of thalamus.,aligned,high,0.95,'Reticular perithalamic nucleus' and 'reticular nucleus of thalamus' are synonyms for the same perithalamic structure.,aligned,high,0.95,3/3,False,3-0,stable,Reticular perithalamic nucleus and reticular nucleus of thalamus are the same structure; accepted synonym/variant. | Reticular perithalamic nucleus is synonym for reticular nucleus of thalamus. | 'Reticular perithalamic nucleus' and 'reticular nucleus of thalamus' are synonyms for the same perithalamic structure.,A_effectively_correct,synonym/parent match (review-only flag)
corpus,Temporal frontal cortex (posterior),needs_review,0.868214,HOMBA:AA30009,frontal motor cortex (posterior frontal cortex),bm25+fuzzy,Temporal frontal cortex (posterior),posterior frontal cortex,posterior,1.0,caudal division of area 22,0.754612,,449,3_unresolved_correct.csv,28,wrong,medium,0.8,"Query includes 'temporal frontal cortex'; top1 is only frontal motor cortex, ignoring the temporal component.",wrong,medium,0.8,"Query includes temporal and frontal; top1 only frontal motor cortex (posterior frontal), missing temporal component.",source_or_ontology_issue,medium,0.8,Query 'Temporal frontal cortex (posterior)' is anatomically contradictory; likely a typo for 'posterior frontal cortex'. Top1 matches the intended meaning but query is unreliable.,wrong,medium,0.8,2/3,True,2-1,majority_vote,"Query includes 'temporal frontal cortex'; top1 is only frontal motor cortex, ignoring the temporal component. | Query includes temporal and frontal; top1 only frontal motor cortex (posterior frontal), missing temporal component. | Query 'Temporal frontal cortex (posterior)' is anatomically contradictory; likely a typo for 'posterior frontal cortex'. Top1 matches the intended meaning but query is unreliable.",A_effectively_correct,synonym/parent match (review-only flag)
corpus,Superior parietal gyrus,needs_review,0.877148,HOMBA:12131,parietal lobe,bm25+hierarchy_parent,Superior parietal gyrus,parietal lobe,,1.0,superior parietal lobule (gyrus),0.797148,,450,3_unresolved_correct.csv,29,broader_parent,high,0.95,"Top1 is parietal lobe, which is the parent structure of the more specific superior parietal gyrus.",broader_parent,high,0.95,"top1 is the parent lobe containing the query, not the specific gyrus.",broader_parent,high,0.95,"Superior parietal gyrus is a specific gyrus within the parietal lobe; top1 names the lobe, which is the broader anatomical parent.",broader_parent,high,0.95,3/3,False,3-0,stable,"Top1 is parietal lobe, which is the parent structure of the more specific superior parietal gyrus. | top1 is the parent lobe containing the query, not the specific gyrus. | Superior parietal gyrus is a specific gyrus within the parietal lobe; top1 names the lobe, which is the broader anatomical parent.",A_effectively_correct,synonym/parent match (review-only flag)
