record_id,dataset,query,role,baseline_top1_id,baseline_top1_name,baseline_score,baseline_flag,baseline_abs_label_from_top1_consistency_review,baseline_abs_certainty_from_top1_consistency_review,improved_top1_id,improved_top1_name,improved_score,improved_flag,pass1_baseline_label,pass1_improved_label,pass1_improvement_label,pass1_certainty,pass1_confidence,pass1_reason,pass2_baseline_label,pass2_improved_label,pass2_improvement_label,pass2_certainty,pass2_confidence,pass2_reason,pass3_baseline_label,pass3_improved_label,pass3_improvement_label,pass3_certainty,pass3_confidence,pass3_reason,final_baseline_consistency_label,final_improved_consistency_label,final_improvement_label,final_certainty,final_confidence,vote_agreement,uncertainty_tag,final_reason
10,species,Ventromedial thalamic nucleus (posterior and basal),llm_accept_top1,HOMBA:10440,posterior nucleus of thalamus,0.7021,modifier_conflict,,,HOMBA:10427,ventral medial nucleus of thalamus,0.88,needs_review,wrong,aligned,improved_better,high,0.95,Baseline 'posterior nucleus of thalamus' is different nucleus; improved 'ventral medial nucleus of thalamus' is direct synonym for ventromedial nucleus.,wrong,aligned,improved_better,high,0.95,Baseline 'posterior nucleus' is incorrect; improved 'ventral medial nucleus' is exact match for ventromedial thalamic nucleus.,wrong,aligned,improved_better,high,0.95,Query is ventromedial thalamic nucleus; baseline posterior nucleus is a different thalamic nucleus; improved ventral medial nucleus is exact match.,wrong,aligned,improved_better,high,0.95,3/3,stable,Baseline 'posterior nucleus of thalamus' is different nucleus; improved 'ventral medial nucleus of thalamus' is direct synonym for ventromedial nucleus. | Baseline 'posterior nucleus' is incorrect; improved 'ventral medial nucleus' is exact match for ventromedial thalamic nucleus. | Query is ventromedial thalamic nucleus; baseline posterior nucleus is a different thalamic nucleus; improved ventral medial nucleus is exact match.
11,species,Lateral Dorsal Amygdaloid Nucleus,llm_accept_top1,HOMBA:10367,lateral nucleus of amygdala,0.7036,modifier_conflict,broader_parent,high,HOMBA:146034710,dorsal division of anterior amygdaloid area,0.5707,modifier_conflict,broader_parent,wrong,improved_worse,medium,0.7,Baseline 'lateral nucleus of amygdala' is broader parent; improved 'dorsal division of anterior amygdaloid area' is wrong structure.,broader_parent,wrong,improved_worse,high,0.9,Baseline 'lateral nucleus' is parent of lateral dorsal; improved 'dorsal division of anterior amygdaloid area' is a different region.,broader_parent,wrong,improved_worse,high,0.9,Query lateral dorsal amygdaloid nucleus; baseline lateral nucleus is anatomically broader parent; improved dorsal division of anterior amygdaloid area is unrelated structure.,broader_parent,wrong,improved_worse,high,0.8333,3/3,stable,Baseline 'lateral nucleus of amygdala' is broader parent; improved 'dorsal division of anterior amygdaloid area' is wrong structure. | Baseline 'lateral nucleus' is parent of lateral dorsal; improved 'dorsal division of anterior amygdaloid area' is a different region. | Query lateral dorsal amygdaloid nucleus; baseline lateral nucleus is anatomically broader parent; improved dorsal division of anterior amygdaloid area is unrelated structure.
12,corpus,Lateral intraparietal area (dorsal),llm_reject_top1,HOMBA:12227,"dorsal raphe nucleus, lateral division",0.6014,needs_review,wrong,high,HOMBA:267498979,lateral subdivision of area 7,0.5793,modifier_conflict,wrong,aligned,improved_better,high,0.95,Baseline 'dorsal raphe nucleus' is wrong (brainstem); improved 'lateral subdivision of area 7' correctly matches lateral intraparietal area.,wrong,broader_parent,improved_better,medium,0.75,Baseline raphe nucleus is wrong; improved 'lateral subdivision of area 7' is broader but correct cortical region for LIP.,wrong,wrong,both_wrong,high,0.9,Query is lateral intraparietal area (dorsal) in parietal cortex; baseline dorsal raphe nucleus (brainstem) is wrong; improved lateral subdivision of area 7 is not LIP.,wrong,aligned,improved_better,medium,0.8667,2/3,majority_vote,Baseline 'dorsal raphe nucleus' is wrong (brainstem); improved 'lateral subdivision of area 7' correctly matches lateral intraparietal area. | Baseline raphe nucleus is wrong; improved 'lateral subdivision of area 7' is broader but correct cortical region for LIP. | Query is lateral intraparietal area (dorsal) in parietal cortex; baseline dorsal raphe nucleus (brainstem) is wrong; improved lateral subdivision of area 7 is not LIP.
13,corpus,Ventral intraparietal area,llm_reject_top1,HOMBA:12261,ventral tegmental area,0.6667,needs_review,wrong,high,HOMBA:12187,anterior (ventral /principal) pretectal nucleus,0.5,low_confidence,wrong,wrong,both_wrong,high,0.9,Both candidates: baseline ventral tegmental area and improved pretectal nucleus are not intraparietal area; both wrong.,wrong,wrong,both_wrong,high,0.95,"Both candidates are non-cortical: VTA (midbrain) and pretectal nucleus, not ventral intraparietal area.",wrong,wrong,both_wrong,high,0.95,"Both candidates are midbrain/subcortical structures, whereas the query is a cortical area in the intraparietal sulcus (parietal lobe).",wrong,wrong,both_wrong,high,0.9333,3/3,stable,"Both candidates: baseline ventral tegmental area and improved pretectal nucleus are not intraparietal area; both wrong. | Both candidates are non-cortical: VTA (midbrain) and pretectal nucleus, not ventral intraparietal area. | Both candidates are midbrain/subcortical structures, whereas the query is a cortical area in the intraparietal sulcus (parietal lobe)."
14,corpus,Central opercular cortex (posterior),llm_reject_top1,HOMBA:AA30009,frontal motor cortex (posterior frontal cortex),0.646,needs_review,wrong,high,HOMBA:AA30485,caudal (posterior) branch of anterior commissure,0.5,low_confidence,wrong,wrong,both_wrong,high,0.9,Both candidates: baseline frontal motor cortex and improved caudal branch of anterior commissure are not opercular cortex; both wrong.,wrong,wrong,both_wrong,high,0.95,Baseline frontal motor cortex and improved anterior commissure branch are both unrelated to central opercular cortex.,wrong,wrong,both_wrong,high,0.95,"Baseline is frontal motor cortex, improved is a commissure; neither corresponds to the parietal operculum (central opercular cortex).",wrong,wrong,both_wrong,high,0.9333,3/3,stable,"Both candidates: baseline frontal motor cortex and improved caudal branch of anterior commissure are not opercular cortex; both wrong. | Baseline frontal motor cortex and improved anterior commissure branch are both unrelated to central opercular cortex. | Baseline is frontal motor cortex, improved is a commissure; neither corresponds to the parietal operculum (central opercular cortex)."
15,corpus,Central opercular cortex (anterior),llm_reject_top1,HOMBA:10318,lateral (rostral) entorhinal cortex,0.6516,needs_review,wrong,high,HOMBA:10278,anterior cingulate  cortex (ventromedial prefrontal cortex),0.5,low_confidence,wrong,wrong,both_wrong,high,0.95,"Baseline is entorhinal cortex (temporal), improved is cingulate cortex (medial frontal). Neither matches opercular cortex (lateral frontal). Both are anatomically off.",wrong,wrong,both_wrong,high,0.95,Both candidates are anatomically distinct from central opercular cortex (anterior). Baseline: entorhinal cortex; improved: anterior cingulate. Neither matches.,wrong,wrong,both_wrong,high,0.95,Query is opercular cortex; both candidates (entorhinal and anterior cingulate) are anatomically unrelated.,wrong,wrong,both_wrong,high,0.95,3/3,stable,"Baseline is entorhinal cortex (temporal), improved is cingulate cortex (medial frontal). Neither matches opercular cortex (lateral frontal). Both are anatomically off. | Both candidates are anatomically distinct from central opercular cortex (anterior). Baseline: entorhinal cortex; improved: anterior cingulate. Neither matches. | Query is opercular cortex; both candidates (entorhinal and anterior cingulate) are anatomically unrelated."
16,corpus,Intracalcarine cortex (superior),llm_reject_top1,HOMBA:10215,superior medial parietal cortex,0.6664,needs_review,wrong,high,HOMBA:10243,caudal division of area 22,0.5,low_confidence,wrong,wrong,both_wrong,high,0.95,"Baseline is parietal cortex, improved is area 22 (temporal). Intracalcarine cortex is occipital. Both are wrong.",wrong,wrong,both_wrong,high,0.95,Intracalcarine cortex (superior) is occipital; baseline (superior medial parietal) and improved (caudal area 22) are in parietal/temporal lobes.,wrong,wrong,both_wrong,high,0.95,Intracalcarine cortex is calcarine; superior medial parietal and caudal area 22 are not the structure.,wrong,wrong,both_wrong,high,0.95,3/3,stable,"Baseline is parietal cortex, improved is area 22 (temporal). Intracalcarine cortex is occipital. Both are wrong. | Intracalcarine cortex (superior) is occipital; baseline (superior medial parietal) and improved (caudal area 22) are in parietal/temporal lobes. | Intracalcarine cortex is calcarine; superior medial parietal and caudal area 22 are not the structure."
17,corpus,Intracalcarine cortex (inferior),llm_reject_top1,HOMBA:10225,inferior lateral parietal cortex,0.6815,needs_review,wrong,high,HOMBA:12879,"caudal (posterior, inferior) medullary velum",0.5,low_confidence,wrong,wrong,both_wrong,high,0.95,"Baseline is parietal cortex, improved is medullary velum (cerebellar). Intracalcarine cortex is occipital. Both are anatomically wrong.",wrong,wrong,both_wrong,high,0.95,Intracalcarine cortex (inferior) is occipital; baseline (inferior lateral parietal) and improved (medullary velum) are unrelated.,wrong,wrong,both_wrong,high,0.95,Inferior lateral parietal and medullary velum are not intracalcarine/inferior calcarine cortex.,wrong,wrong,both_wrong,high,0.95,3/3,stable,"Baseline is parietal cortex, improved is medullary velum (cerebellar). Intracalcarine cortex is occipital. Both are anatomically wrong. | Intracalcarine cortex (inferior) is occipital; baseline (inferior lateral parietal) and improved (medullary velum) are unrelated. | Inferior lateral parietal and medullary velum are not intracalcarine/inferior calcarine cortex."
18,corpus,Anterior ventral insular area,llm_reject_top1,HOMBA:AA30890,anterior (ventral) spinal artery,0.7074,needs_review,wrong,high,HOMBA:12187,anterior (ventral /principal) pretectal nucleus,0.5,low_confidence,wrong,wrong,both_wrong,high,0.95,"Baseline is spinal artery, improved is pretectal nucleus. Query is insular area. Both are completely off-structure.",wrong,wrong,both_wrong,high,0.95,Anterior ventral insular area; baseline (spinal artery) and improved (pretectal nucleus) are not insular. Both wrong.,wrong,wrong,both_wrong,high,0.95,Anterior ventral insula not matched; spinal artery and pretectal nucleus are different structures.,wrong,wrong,both_wrong,high,0.95,3/3,stable,"Baseline is spinal artery, improved is pretectal nucleus. Query is insular area. Both are completely off-structure. | Anterior ventral insular area; baseline (spinal artery) and improved (pretectal nucleus) are not insular. Both wrong. | Anterior ventral insula not matched; spinal artery and pretectal nucleus are different structures."
19,corpus,Medial dorsal thalamic nucleus,llm_reject_top1,HOMBA:10445,central medial nucleus of thalamus,0.7753,modifier_conflict,wrong,high,HOMBA:10398,mediodorsal nucleus of thalamus,1.0,modifier_conflict,wrong,aligned,improved_better,high,0.95,Baseline 'central medial nucleus' is a different thalamic nucleus. Improved 'mediodorsal nucleus' is a direct synonym for medial dorsal thalamic nucleus. Clear improvement.,wrong,aligned,improved_better,high,0.95,Baseline central medial nucleus is a different thalamic nucleus; improved mediodorsal nucleus is the exact match for medial dorsal thalamic nucleus.,wrong,aligned,improved_better,high,0.95,Baseline central medial is distinct thalamic nucleus; improved mediodorsal is exact match to Medial dorsal thalamic nucleus.,wrong,aligned,improved_better,high,0.95,3/3,stable,Baseline 'central medial nucleus' is a different thalamic nucleus. Improved 'mediodorsal nucleus' is a direct synonym for medial dorsal thalamic nucleus. Clear improvement. | Baseline central medial nucleus is a different thalamic nucleus; improved mediodorsal nucleus is the exact match for medial dorsal thalamic nucleus. | Baseline central medial is distinct thalamic nucleus; improved mediodorsal is exact match to Medial dorsal thalamic nucleus.
20,corpus,Precuneal cortex,llm_reject_top1,HOMBA:10172,prefrontal cortex,0.5343,low_confidence,wrong,high,HOMBA:10159,cerebral cortex,0.5,low_confidence,wrong,broader_parent,improved_better,high,0.95,Baseline prefrontal cortex is wrong; improved cerebral cortex is a broader parent including precuneal.,wrong,broader_parent,improved_better,high,0.95,"Baseline prefrontal cortex is wrong (frontal lobe). Improved cerebral cortex is a valid broad parent, moving from wrong to acceptable.",wrong,broader_parent,improved_better,high,0.95,Precuneal cortex is parietal; baseline prefrontal is wrong. Improved 'cerebral cortex' is correct parent structure (broader).,wrong,broader_parent,improved_better,high,0.95,3/3,stable,"Baseline prefrontal cortex is wrong; improved cerebral cortex is a broader parent including precuneal. | Baseline prefrontal cortex is wrong (frontal lobe). Improved cerebral cortex is a valid broad parent, moving from wrong to acceptable. | Precuneal cortex is parietal; baseline prefrontal is wrong. Improved 'cerebral cortex' is correct parent structure (broader)."
21,corpus,Anterior intraparietal area,llm_reject_top1,HOMBA:AA30484,rostral (anterior) branch of anterior commissure,0.5493,low_confidence,,,HOMBA:10362,anterior amygdaloid area,0.5068,low_confidence,wrong,wrong,both_wrong,high,0.95,Both candidates are anatomically incorrect for anterior intraparietal area.,wrong,wrong,both_wrong,high,0.95,"Both candidates are anatomically wrong: baseline is commissure, improved is amygdala, neither matches parietal intraparietal area.",wrong,wrong,both_wrong,high,0.95,"Anterior intraparietal area is parietal cortex; baseline is commissure branch, improved is amygdala area. Both mismatched.",wrong,wrong,both_wrong,high,0.95,3/3,stable,"Both candidates are anatomically incorrect for anterior intraparietal area. | Both candidates are anatomically wrong: baseline is commissure, improved is amygdala, neither matches parietal intraparietal area. | Anterior intraparietal area is parietal cortex; baseline is commissure branch, improved is amygdala area. Both mismatched."
22,corpus,Cuneal cortex,llm_reject_top1,HOMBA:12308,external shell (cortex) of inferior colliculus,0.5664,low_confidence,wrong,high,HOMBA:AA30018,posterior limiting parietal cortex,0.5133,low_confidence,wrong,wrong,both_wrong,high,0.95,Neither candidate matches cuneal cortex; both are off-lobe.,wrong,wrong,both_wrong,high,0.9,"Cuneal cortex is occipital; baseline is midbrain, improved is parietal cortex. Both incorrect.",wrong,wrong,both_wrong,high,0.95,"Cuneal cortex is occipital; baseline is inferior colliculus cortex, improved is parietal cortex. Both wrong structures.",wrong,wrong,both_wrong,high,0.9333,3/3,stable,"Neither candidate matches cuneal cortex; both are off-lobe. | Cuneal cortex is occipital; baseline is midbrain, improved is parietal cortex. Both incorrect. | Cuneal cortex is occipital; baseline is inferior colliculus cortex, improved is parietal cortex. Both wrong structures."
23,species,"Ventral striatal region, unspecified",llm_reject_top1,HOMBA:12187,anterior (ventral /principal) pretectal nucleus,0.6019,needs_review,wrong,high,HOMBA:AA30195,ventral striatum (STRv),0.5681,low_confidence,wrong,aligned,improved_better,high,0.95,Baseline is wrong (pretectal nucleus); improved ventral striatum directly matches query.,wrong,aligned,improved_better,high,0.98,Baseline pretectal nucleus is wrong. Improved ventral striatum directly matches query.,wrong,aligned,improved_better,high,0.95,Ventral striatal region matched by improved 'ventral striatum'; baseline pretectal nucleus is wrong.,wrong,aligned,improved_better,high,0.96,3/3,stable,Baseline is wrong (pretectal nucleus); improved ventral striatum directly matches query. | Baseline pretectal nucleus is wrong. Improved ventral striatum directly matches query. | Ventral striatal region matched by improved 'ventral striatum'; baseline pretectal nucleus is wrong.
24,species,Orbital cortex (ventral),llm_reject_top1,HOMBA:12187,anterior (ventral /principal) pretectal nucleus,0.6295,needs_review,wrong,high,HOMBA:10194,orbital frontal cortex,0.6158,needs_review,wrong,aligned,improved_better,high,0.95,Baseline is wrong; improved orbital frontal cortex is synonymous with orbital cortex.,wrong,aligned,improved_better,high,0.98,Baseline pretectal nucleus is wrong. Improved orbital frontal cortex is correct for orbital cortex ventral.,wrong,aligned,improved_better,high,0.95,"Orbital cortex (ventral) is orbitofrontal; baseline pretectal wrong, improved 'orbital frontal cortex' direct match.",wrong,aligned,improved_better,high,0.96,3/3,stable,"Baseline is wrong; improved orbital frontal cortex is synonymous with orbital cortex. | Baseline pretectal nucleus is wrong. Improved orbital frontal cortex is correct for orbital cortex ventral. | Orbital cortex (ventral) is orbitofrontal; baseline pretectal wrong, improved 'orbital frontal cortex' direct match."
25,species,"Central opercular cortex, posterior",llm_reject_top1,HOMBA:AA30009,frontal motor cortex (posterior frontal cortex),0.646,needs_review,wrong,medium,HOMBA:12841,"lobule III (central lobule and wing, posterior part)",0.5794,low_confidence,wrong,wrong,both_wrong,high,0.95,"Both candidates are anatomically unrelated to posterior opercular cortex; baseline is frontal motor area, improved is cerebellar lobule.",wrong,wrong,both_wrong,high,0.95,"Both candidates incorrect: baseline is frontal motor cortex not opercular; improved is cerebellar lobule, not cortex.",wrong,wrong,both_wrong,high,0.95,"Both candidates are not in the opercular cortex; baseline is frontal motor, improved is cerebellar lobule III.",wrong,wrong,both_wrong,high,0.95,3/3,stable,"Both candidates are anatomically unrelated to posterior opercular cortex; baseline is frontal motor area, improved is cerebellar lobule. | Both candidates incorrect: baseline is frontal motor cortex not opercular; improved is cerebellar lobule, not cortex. | Both candidates are not in the opercular cortex; baseline is frontal motor, improved is cerebellar lobule III."
26,species,"Laterodorsal thalamic nucleus, ventrolateral part",llm_reject_top1,HOMBA:10443,rostral intralaminar nuclei of thalamus,0.6508,needs_review,wrong,high,HOMBA:12519,laterodorsal tegmental nucleus,0.6365,needs_review,wrong,wrong,both_wrong,high,0.95,"Query is thalamic laterodorsal nucleus; baseline is rostral intralaminar, improved is tegmental nucleus; neither matches.",wrong,wrong,both_wrong,high,0.95,"Both wrong: baseline is rostral intralaminar nuclei, not laterodorsal thalamic; improved is tegmental nucleus, not thalamus.",wrong,wrong,both_wrong,high,0.95,LD thalamic nucleus vs intralaminar nuclei and tegmental nucleus; both anatomically wrong.,wrong,wrong,both_wrong,high,0.95,3/3,stable,"Query is thalamic laterodorsal nucleus; baseline is rostral intralaminar, improved is tegmental nucleus; neither matches. | Both wrong: baseline is rostral intralaminar nuclei, not laterodorsal thalamic; improved is tegmental nucleus, not thalamus. | LD thalamic nucleus vs intralaminar nuclei and tegmental nucleus; both anatomically wrong."
